Reference,Value,MPN,Manufacturer,Footprint,Group,Tolerance,Voltage rating,Power rating,Temperature,Status,Qualification,Datasheet,DNP,Purchasable design item,X mm,Y mm,Side
C7,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C7,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,19.435,1.785,Bottom
C8,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C8,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,13.235,1.785,Bottom
C9,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C9,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,16.435,0.985,Bottom
C10,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C10,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,21.435,1.785,Bottom
C11,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C11,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,11.235,1.785,Bottom
C12,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C12,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,19.835,2.285,Top
C13,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C13,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,2.535,11.485,Bottom
C14,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C14,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,20.975,10.425,Bottom
C15,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C15,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,20.975,8.825,Bottom
C16,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C16,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,20.975,7.225,Bottom
C17,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C17,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,26.575,19.525,Bottom
C18,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C18,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,18.625,27.975,Bottom
C19,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C19,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,18.225,0.775,Bottom
C20,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C20,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,14.525,0.775,Bottom
C21,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C21,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,19.825,0.775,Bottom
C22,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C22,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,12.925,0.775,Bottom
C23,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C23,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,21.425,0.775,Bottom
C24,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C24,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,11.325,0.775,Bottom
C25,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C25,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,23.025,0.775,Bottom
C26,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C26,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,6.925,25.675,Top
C27,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C27,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,6.425,3.475,Top
C28,100uF,TBD,TBD,Howard:C_1210_3225Metric__C28,FPGA decoupling,TBD,TBD,TBD,TBD,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Review component ratings, pin map and circuit function before release.",https://docs.amd.com/v/u/en-US/ug483_7Series_PCB,False,True,20.825,4.025,Bottom
C29,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C29,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,1.875,10.825,Top
C30,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C30,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,24.625,0.775,Bottom
C31,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C31,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,26.375,26.025,Top
C32,47uF,TBD,TBD,Howard:C_1210_3225Metric__C32,FPGA decoupling,TBD,TBD,TBD,TBD,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Review component ratings, pin map and circuit function before release.",https://docs.amd.com/v/u/en-US/ug483_7Series_PCB,False,True,11.825,4.025,Bottom
C33,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C33,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,23.435,1.785,Bottom
C34,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C34,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,8.735,25.785,Top
C35,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C35,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,19.835,1.185,Top
C36,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C36,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,8.925,27.875,Top
C37,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C37,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,7.275,26.925,Top
C38,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C38,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,3.275,6.525,Top
C39,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C39,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,1.875,9.225,Top
C40,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C40,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,8.425,1.275,Top
C41,47uF,TBD,TBD,Howard:C_1210_3225Metric__C41,FPGA decoupling,TBD,TBD,TBD,TBD,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Review component ratings, pin map and circuit function before release.",https://docs.amd.com/v/u/en-US/ug483_7Series_PCB,False,True,4.025,14.625,Top
C42,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C42,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,8.235,3.385,Top
C43,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C43,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,5.185,22.835,Top
C44,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C44,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,4.925,25.175,Top
C45,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C45,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,6.425,2.575,Top
C46,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C46,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,0.775,13.525,Top
C47,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C47,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,0.775,11.925,Top
C48,47uF,TBD,TBD,Howard:C_1210_3225Metric__C48,FPGA decoupling,TBD,TBD,TBD,TBD,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Review component ratings, pin map and circuit function before release.",https://docs.amd.com/v/u/en-US/ug483_7Series_PCB,False,True,16.425,2.225,Top
C49,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C49,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,4.735,6.785,Top
C50,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C50,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,21.835,1.185,Top
C51,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C51,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,4.425,26.575,Bottom
C52,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C52,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,8.925,28.775,Top
C53,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C53,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,0.875,10.325,Top
C54,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C54,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,1.875,7.625,Top
C55,47uF,TBD,TBD,Howard:C_1210_3225Metric__C55,FPGA decoupling,TBD,TBD,TBD,TBD,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Review component ratings, pin map and circuit function before release.",https://docs.amd.com/v/u/en-US/ug483_7Series_PCB,False,True,25.625,4.025,Bottom
C56,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C56,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,8.735,26.885,Top
C57,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C57,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,1.785,14.635,Top
C58,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C58,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,3.675,24.625,Top
C59,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C59,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,6.425,1.675,Top
C60,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C60,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,7.325,28.175,Top
C61,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C61,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,2.025,6.375,Top
C62,47uF,TBD,TBD,Howard:C_1210_3225Metric__C62,FPGA decoupling,TBD,TBD,TBD,TBD,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Review component ratings, pin map and circuit function before release.",https://docs.amd.com/v/u/en-US/ug483_7Series_PCB,False,True,7.725,3.325,Bottom
C63,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C63,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,25.435,1.785,Bottom
C64,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C64,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,1.785,12.635,Top
C65,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C65,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,0.875,8.725,Top
C66,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C66,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,2.775,24.425,Top
C67,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C67,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,1.375,22.525,Top
C68,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C68,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,3.075,26.725,Bottom
C69,47uF,TBD,TBD,Howard:C_1210_3225Metric__C69,FPGA decoupling,TBD,TBD,TBD,TBD,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Review component ratings, pin map and circuit function before release.",https://docs.amd.com/v/u/en-US/ug483_7Series_PCB,False,True,4.025,9.825,Top
C70,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C70,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,1.785,16.635,Top
C71,4.7uF,C1005X5R1A475K050BC,TDK,Howard:C_0402_1005Metric__C71,FPGA decoupling,10%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X5R1A475K050BC,False,True,4.685,25.135,Bottom
C72,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C72,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,29.875,26.625,Bottom
C73,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C73,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,12.275,31.425,Top
C74,0.47uF,C0603X5R1A474M030BC,TDK,Howard:C_0201_0603Metric__C74,FPGA decoupling,20%,10 V,TBD,-55 to +85 C; X5R,UG483 capacitor ledger proposal; ratings/MPN/effective capacitance and placement review pending,"Do not release until DC bias, temperature and FPGA PDN checks pass.",https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C0603X5R1A474M030BC,False,True,2.075,25.825,Bottom
